"name","neighborhood","city","year","stars"
"Laut","Manhattan","New York","2009",""
"Lever House","Manhattan","New York","2009",""
"Lincoln","Manhattan","New York","2009",""
"Lo Scalco","Manhattan","New York","2009",""
"Luksus at Torst","Brooklyn","New York","2009",""
"M. Wells Steakhouse","Queens","New York","2009",""
"Marc Forgione","Manhattan","New York","2009",""
"March","Manhattan","New York","2009",""
"Marea","Manhattan","New York","2009",""
"Masa","Manhattan","New York","2009","3"
"Meadowsweet","Brooklyn","New York","2009",""
"Minetta Tavern","Manhattan","New York","2009",""
"The Modern","Manhattan","New York","2009","1"
"Momofuku Ko","Manhattan","New York","2009","2"
"The Musket Room","Manhattan","New York","2009",""
"Nix","Manhattan","New York","2009",""
"Nobu","Manhattan","New York","2009",""
"The NoMad","Manhattan","New York","2009",""
"Oceana","Manhattan","New York","2009","1"
"Per Se","Manhattan","New York","2009","3"
"Perry Street","Manhattan","New York","2009","1"
"Peter Luger Steak House","Brooklyn","New York","2009","1"
"Picholine","Manhattan","New York","2009","2"
"Piora","Manhattan","New York","2009",""
"Pok Pok NY","Brooklyn","New York","2009",""
"Public","Manhattan","New York","2009","1"
"Rebelle","Manhattan","New York","2009",""
"Le Restaurant","Manhattan","New York","2009",""
"Rhong-Tiam","Manhattan","New York","2009",""
"The River Café","Brooklyn","New York","2009",""
"Rosanjin","Manhattan","New York","2009",""
"Rouge Tomate","Manhattan","New York","2009",""
"Satsuki (restaurant)","Manhattan","New York","2009",""
"Saul","Brooklyn","New York","2009","1"
"Scalini Fedeli","Manhattan","New York","2009",""
"Seäsonal","Manhattan","New York","2009",""
"Semilla","Brooklyn","New York","2009",""
"Shalezeh","Manhattan","New York","2009",""
"SHO Shaun Hergatt","Manhattan","New York","2009",""
"La Sirena","Manhattan","New York","2009",""
"Somtum Der","Manhattan","New York","2009",""
"Soto","Manhattan","New York","2009",""
"The Spotted Pig","Manhattan","New York","2009","1"
"Sushi Amane","Manhattan","New York","2009",""
"Sushi Azabu","Manhattan","New York","2009",""
"Sushi Ginza Onodera","Manhattan","New York","2009",""
"Sushi Inoue","Manhattan","New York","2009",""
"Sushi of Gari","Manhattan","New York","2009","1"
"Sushi Yasuda","Manhattan","New York","2009",""
"Sushi Zo","Manhattan","New York","2009",""
"Take Root","Brooklyn","New York","2009",""
"Tamarind Tribeca","Manhattan","New York","2009",""
"Telepan","Manhattan","New York","2009",""
"Tempura Matsui","Manhattan","New York","2009",""
"Tori Shin","Manhattan","New York","2009",""
"Torrisi Italian Specialities","Manhattan","New York","2009",""
"Tulsi","Manhattan","New York","2009",""
"Uncle Boons","Manhattan","New York","2009",""
"Ushiwakamaru","Manhattan","New York","2009",""
"La Vara","Brooklyn","New York","2009",""
"Veritas","Manhattan","New York","2009","1"
"Vong","Manhattan","New York","2009",""
"Wallsé","Manhattan","New York","2009","1"
"wd~50","Manhattan","New York","2009","1"
"Zabb Elee","Queens","New York","2009",""
"ZZ's Clam Bar","Manhattan","New York","2009",""
"Acquerello","Nob Hill","San Francisco","2009","1"
"Adega","San Jose","San Francisco","2009",""
"Alexander’s Steakhouse","Cupertino","San Francisco","2009",""
"All Spice","San Mateo","San Francisco","2009",""
"Al's Place","Mission","San Francisco","2009",""
"Ame","SoMa","San Francisco","2009","1"
"Applewood","Guerneville","San Francisco","2009",""
"Aster","Mission","San Francisco","2009",""
"Atelier Crenn","Cow Hollow","San Francisco","2009",""
"Aqua","Financial District","San Francisco","2009","2"
"Auberge du Soleil","Rutherford","San Francisco","2009","1"
"Aziza","Richmond","San Francisco","2009",""
"Baumé","Palo Alto","San Francisco","2009",""
"Benu","SoMa","San Francisco","2009",""
"Bistro Jeanty","Yountville","San Francisco","2009","1"
"Bouchon","Yountville","San Francisco","2009","1"
"Boulevard","SoMa","San Francisco","2009","1"
"Bushi-Tei","Japantown","San Francisco","2009",""
"Californios","Mission","San Francisco","2009",""
"Campton Place","Union Square","San Francisco","2009",""
"Chez Panisse","Berkeley","San Francisco","2009","1"
"Chez TJ","Mountain View","San Francisco","2009","1"
"Coi","North Beach","San Francisco","2009","2"
"Commis","Oakland","San Francisco","2009",""
"Commonwealth","Mission","San Francisco","2009",""
"Cortez","Financial District","San Francisco","2009","Closed"
"Cyrus","Healdsburg","San Francisco","2009","2"
"Dio Deka","Los Gatos","San Francisco","2009",""
"Dry Creek Kitchen","Healdsburg","San Francisco","2009",""
"El Paseo","Mill Valley","San Francisco","2009",""
"Etoile","Yountville","San Francisco","2009",""
"Farmhouse Inn & Restaurant","Forestville","San Francisco","2009","1"
"Fifth Floor","SoMa","San Francisco","2009","1"
"Fleur de Lys","Financial District","San Francisco","2009","1"
"Frances","Castro","San Francisco","2009",""
"Gary Danko","North Beach","San Francisco","2009","1"
"Hashiri","SoMa","San Francisco","2009",""
"In Situ","SoMa","San Francisco","2009",""
"Jū-Ni","North Panhandle","San Francisco","2009",""
"K&L Bistro","Sebastopol","San Francisco","2009",""
"Keiko à Nob Hill","Nob Hill","San Francisco","2009",""
"Kenzo","Napa","San Francisco","2009",""
"Kin Khao","Union Square","San Francisco","2009",""
"Kinjo","Russian Hill","San Francisco","2009",""
"Kusakabe","Financial District","San Francisco","2009",""
"La Costanera","Montara","San Francisco","2009",""
"La Folie","Russian Hill","San Francisco","2009","1"
"La Toque","Rutherford","San Francisco","2009",""
"Lazy Bear","Mission","San Francisco","2009",""
"Lord Stanley","Nob Hill","San Francisco","2009",""
"Luce","SoMa","San Francisco","2009",""
"Madera","Menlo Park","San Francisco","2009",""
"Madrona Manor","Healdsburg","San Francisco","2009","1"
"Manresa","Los Gatos","San Francisco","2009","2"
"Martini House","St. Helena","San Francisco","2009","1"
"Maruya","Mission","San Francisco","2009",""
"Masa's","Nob Hill","San Francisco","2009","1"
"Michael Mina","Financial District","San Francisco","2009","2"
"Mirepoix","Windsor","San Francisco","2009",""
"Mister Jiu’s","Chinatown","San Francisco","2009",""
"Mosu","Fillmore","San Francisco","2009",""
"Mourad","SoMa","San Francisco","2009",""
"Murray Circle","Sausalito","San Francisco","2009","1"
"Nico","Pacific Heights","San Francisco","2009",""
"Octavia","Lower Pacific Heights","San Francisco","2009",""
"Omakase","SoMa","San Francisco","2009",""
"One Market","SoMa","San Francisco","2009","1"
"Plumed Horse","Saratoga","San Francisco","2009","1"
"Quince","Jackson Square","San Francisco","2009","1"
"Range","Mission","San Francisco","2009","1"
"Rasa","Burlingame","San Francisco","2009",""
"Redd","Yountville","San Francisco","2009","1"
"Rich Table","Hayes Valley","San Francisco","2009",""
"Rubicon","Financial District","San Francisco","2009","Closed"
"Saison","SoMa","San Francisco","2009",""
"Sante","Sonoma","San Francisco","2009",""
"SingleThread Farms","Healdsburg","San Francisco","2009",""
"Solbar","Calistoga","San Francisco","2009",""
"Sons & Daughters","Nob Hill","San Francisco","2009",""
"SPQR","Fillmore","San Francisco","2009",""
"Spruce","Presidio Heights","San Francisco","2009",""
"State Bird Provisions","Fillmore","San Francisco","2009",""
"Sushi Ran","Sausalito","San Francisco","2009",""
"Sushi Yoshizumi","San Mateo","San Francisco","2009",""
"Terra","St. Helena","San Francisco","2009","1"
"Terrapin Creek","Bodega Bay","San Francisco","2009",""
"The Dining Room at the Ritz-Carlton","Nob Hill","San Francisco","2009","1"
"The French Laundry","Yountville","San Francisco","2009","3"
"The Progress","Fillmore","San Francisco","2009",""
"The Restaurant at Meadowood","St. Helena","San Francisco","2009","2"
"The Village Pub","Woodside","San Francisco","2009",""
"Trevese","Los Gatos","San Francisco","2009",""
"Ubuntu","Napa","San Francisco","2009",""
"Wako","Richmond","San Francisco","2009",""
"Wakuriya","San Mateo","San Francisco","2009",""
"42 Grams","Uptown","Chicago","2009",""
"Acadia","South Loop","Chicago","2009",""
"Alinea","Lincoln Park","Chicago","2009",""
"Avenues","Magnificent Mile","Chicago","2009",""
"Band of Bohemia","Ravenswood","Chicago","2009",""
"Blackbird","West Loop","Chicago","2009",""
"Boka","Lincoln Park","Chicago","2009",""
"Bonsoirée","Logan Square","Chicago","2009",""
"Charlie Trotter's","Lincoln Park","Chicago","2009",""
"Crofton on Wells","River North","Chicago","2009",""
"Courtright's","Willow Springs","Chicago","2009",""
"Dusek's","Pilsen","Chicago","2009",""
"El Ideas","Douglas Park","Chicago","2009",""
"Elizabeth","Ravenswood","Chicago","2009",""
"Elske","West Loop","Chicago","2009",""
"Entente","Lakeview","Chicago","2009",""
"Everest","Loop","Chicago","2009",""
"Goosefoot","Ravenswood","Chicago","2009",""
"Grace","West Loop","Chicago","2009",""
"Graham Elliot","River North","Chicago","2009",""
"GreenRiver","Streeterville","Chicago","2009",""
"L2O","Lincoln Park","Chicago","2009",""
"Longman & Eagle","Logan Square","Chicago","2009",""
"Mexique","West Town","Chicago","2009",""
"Moto","Fulton Market","Chicago","2009",""
"NAHA","River North","Chicago","2009",""
"NoMI","Magnificent Mile","Chicago","2009",""
"North Pond","Lincoln Park","Chicago","2009",""
"Oriole","West Loop","Chicago","2009",""
"Parachute","Avondale","Chicago","2009",""
"RIA","Gold Coast","Chicago","2009",""
"Roister","Fulton Market","Chicago","2009",""
"Schwa","West Town","Chicago","2009",""
"Seasons","Magnificent Mile","Chicago","2009",""
"Senza","Lakeview East","Chicago","2009",""
"Sepia","West Loop","Chicago","2009",""
"Sixteen","River North","Chicago","2009",""
"Smyth","West Loop","Chicago","2009",""
"Spiaggia","Magnificent Mile","Chicago","2009",""
"Takashi","Bucktown","Chicago","2009",""
"Topolobampo","River North","Chicago","2009",""
"The Lobby","Magnificent Mile","Chicago","2009",""
"Tru","Streeterville","Chicago","2009",""
"Vie","Western Springs","Chicago","2009",""
"Blue Duck Tavern","West End","DC","2009",""
"Fiola by Fabio Trabocchi","Penn Quarter","DC","2009",""
"Kinship","Mount Vernon Square","DC","2009",""
"Komi","Dupont Circle","DC","2009",""
"Masseria","Union Market","DC","2009",""
"Métier","Mount Vernon Square","DC","2009",""
"Minibar by José Andrés","Penn Quarter","DC","2009",""
"Pineapple & Pearls","Eastern Market","DC","2009",""
"Plume","Downtown","DC","2009",""
"Rose's Luxury","Eastern Market","DC","2009",""
"Sushi Taro","Dupont Circle","DC","2009",""
"Tail Up Goat","Adams Morgan","DC","2009",""
"The Dabney","Mount Vernon Square","DC","2009",""
"The Inn at Little Washington","Washington, Virginia","DC","2009",""
"15 East","Manhattan","New York","2010",""
"A Voce Columbus","Manhattan","New York","2010","1"
"A Voce Madison","Manhattan","New York","2010",""
"Adour","Manhattan","New York","2010","1"
"Agern","Manhattan","New York","2010",""
"Ai Fiori","Manhattan","New York","2010",""
"Alain Ducasse at the Essex House","Manhattan","New York","2010","Closed"
"Aldea","Manhattan","New York","2010",""
"Allen & Delancey","Manhattan","New York","2010",""
"Alto","Manhattan","New York","2010","2"
"Andanada","Manhattan","New York","2010",""
"Annisa","Manhattan","New York","2010","1"
"Anthos","Manhattan","New York","2010","1"
"L'Appart","Manhattan","New York","2010",""
"Aquavit","Manhattan","New York","2010",""
"Aska","Brooklyn","New York","2010",""
"L'Atelier de Joël Robuchon","Manhattan","New York","2010","1"
"Atera","Manhattan","New York","2010",""
"Aureole","Manhattan","New York","2010","1"
"Babbo","Manhattan","New York","2010",""
"Bar Uchū","Manhattan","New York","2010",""
"Bâtard","Manhattan","New York","2010",""
"Le Bernardin","Manhattan","New York","2010","3"
"Betony","Manhattan","New York","2010",""
"Blanca","Brooklyn","New York","2010",""
"BLT Fish","Manhattan","New York","2010",""
"Blue Hill","Manhattan","New York","2010","1"
"Bouley","Manhattan","New York","2010","1"
"The Breslin","Manhattan","New York","2010",""
"Brushstroke","Manhattan","New York","2010",""
"Café Boulud","Manhattan","New York","2010","1"
"Café China","Manhattan","New York","2010",""
"Café Gray","Manhattan","New York","2010",""
"Cagen","Manhattan","New York","2010",""
"Carbone","Manhattan","New York","2010",""
"Casa Enrique","Queens","New York","2010",""
"Casa Mono","Manhattan","New York","2010","1"
"Caviar Russe","Manhattan","New York","2010",""
"Chef's Table at Brooklyn Fare","Manhattan","New York","2010",""
"The Clocktower (restaurant)","Manhattan","New York","2010",""
"Contra","Manhattan","New York","2010",""
"Convivio","Manhattan","New York","2010","1"
"Corton","Manhattan","New York","2010","2"
"Cote (restaurant)","Manhattan","New York","2010",""
"Country","Manhattan","New York","2010",""
"Craft","Manhattan","New York","2010",""
"Cru","Manhattan","New York","2010",""
"Daniel","Manhattan","New York","2010","3"
"Danji","Manhattan","New York","2010",""
"Danny Brown Wine Bar & Kitchen","Queens","New York","2010",""
"Danube","Manhattan","New York","2010",""
"Del Posto","Manhattan","New York","2010","1"
"Delaware & Hudson","Brooklyn","New York","2010",""
"Devi","Manhattan","New York","2010",""
"Dovetail","Manhattan","New York","2010",""
"Dressler","Brooklyn","New York","2010","1"
"Eighty-One","Manhattan","New York","2010","1"
"Eleven Madison Park","Manhattan","New York","2010","1"
"Etats-Unis","Manhattan","New York","2010","1"
"Faro","Brooklyn","New York","2010",""
"Fiamma Osteria","Manhattan","New York","2010",""
"The Finch","Brooklyn","New York","2010",""
"Fleur de Sel","Manhattan","New York","2010",""
"Gabriel Kreuther","Manhattan","New York","2010",""
"Gilt","Manhattan","New York","2010","2"
"Gordon Ramsay at The London","Manhattan","New York","2010","2"
"Gotham Bar and Grill","Manhattan","New York","2010","1"
"La Goulue","Manhattan","New York","2010",""
"Gramercy Tavern","Manhattan","New York","2010","1"
"Gunter Seeger","Manhattan","New York","2010",""
"Hakkasan","Manhattan","New York","2010",""
"Heartbreak","Manhattan","New York","2010",""
"Hirohisa","Manhattan","New York","2010",""
"Ichimura at Brushstroke","Manhattan","New York","2010",""
"Insieme","Manhattan","New York","2010","1"
"Jean-Georges","Manhattan","New York","2010","3"
"Jewel Bako","Manhattan","New York","2010","1"
"JoJo","Manhattan","New York","2010",""
"Jungsik","Manhattan","New York","2010",""
"Juni","Manhattan","New York","2010",""
"Junoon","Manhattan","New York","2010",""
"Kajitsu","Manhattan","New York","2010","1"
"Kanoyama","Manhattan","New York","2010",""
"Kurumazushi","Manhattan","New York","2010",""
"Kyo Ya","Manhattan","New York","2010","1"
"Lan Sheng","Manhattan","New York","2010",""
"Laut","Manhattan","New York","2010",""
"Lever House","Manhattan","New York","2010",""
"Lincoln","Manhattan","New York","2010",""
"Lo Scalco","Manhattan","New York","2010",""
"Luksus at Torst","Brooklyn","New York","2010",""
"M. Wells Steakhouse","Queens","New York","2010",""
"Marc Forgione","Manhattan","New York","2010","1"
"March","Manhattan","New York","2010",""
"Marea","Manhattan","New York","2010","1"
"Masa","Manhattan","New York","2010","3"
"Meadowsweet","Brooklyn","New York","2010",""
"Minetta Tavern","Manhattan","New York","2010","1"
"The Modern","Manhattan","New York","2010","1"
"Momofuku Ko","Manhattan","New York","2010","2"
"The Musket Room","Manhattan","New York","2010",""
"Nix","Manhattan","New York","2010",""
"Nobu","Manhattan","New York","2010",""
"The NoMad","Manhattan","New York","2010",""
"Oceana","Manhattan","New York","2010","1"
"Per Se","Manhattan","New York","2010","3"
"Perry Street","Manhattan","New York","2010","1"
"Peter Luger Steak House","Brooklyn","New York","2010","1"
"Picholine","Manhattan","New York","2010","2"
"Piora","Manhattan","New York","2010",""
"Pok Pok NY","Brooklyn","New York","2010",""
"Public","Manhattan","New York","2010","1"
"Rebelle","Manhattan","New York","2010",""
"Le Restaurant","Manhattan","New York","2010",""
"Rhong-Tiam","Manhattan","New York","2010","1"
"The River Café","Brooklyn","New York","2010","1"
"Rosanjin","Manhattan","New York","2010",""
"Rouge Tomate","Manhattan","New York","2010","1"
"Satsuki (restaurant)","Manhattan","New York","2010",""
"Saul","Brooklyn","New York","2010","1"
"Scalini Fedeli","Manhattan","New York","2010",""
"Seäsonal","Manhattan","New York","2010","1"
"Semilla","Brooklyn","New York","2010",""
"Shalezeh","Manhattan","New York","2010","1"
"SHO Shaun Hergatt","Manhattan","New York","2010","1"
"La Sirena","Manhattan","New York","2010",""
"Somtum Der","Manhattan","New York","2010",""
"Soto","Manhattan","New York","2010","1"
"The Spotted Pig","Manhattan","New York","2010","1"
"Sushi Amane","Manhattan","New York","2010",""
"Sushi Azabu","Manhattan","New York","2010","1"
"Sushi Ginza Onodera","Manhattan","New York","2010",""
"Sushi Inoue","Manhattan","New York","2010",""
"Sushi of Gari","Manhattan","New York","2010","1"
"Sushi Yasuda","Manhattan","New York","2010",""
"Sushi Zo","Manhattan","New York","2010",""
"Take Root","Brooklyn","New York","2010",""
"Tamarind Tribeca","Manhattan","New York","2010",""
"Telepan","Manhattan","New York","2010",""
"Tempura Matsui","Manhattan","New York","2010",""
"Tori Shin","Manhattan","New York","2010",""
"Torrisi Italian Specialities","Manhattan","New York","2010",""
"Tulsi","Manhattan","New York","2010",""
"Uncle Boons","Manhattan","New York","2010",""
"Ushiwakamaru","Manhattan","New York","2010",""
"La Vara","Brooklyn","New York","2010",""
"Veritas","Manhattan","New York","2010","1"
"Vong","Manhattan","New York","2010",""
"Wallsé","Manhattan","New York","2010","1"
"wd~50","Manhattan","New York","2010","1"
"Zabb Elee","Queens","New York","2010",""
"ZZ's Clam Bar","Manhattan","New York","2010",""
"Acquerello","Nob Hill","San Francisco","2010","1"
"Adega","San Jose","San Francisco","2010",""
"Alexander’s Steakhouse","Cupertino","San Francisco","2010",""
"All Spice","San Mateo","San Francisco","2010",""
"Al's Place","Mission","San Francisco","2010",""
"Ame","SoMa","San Francisco","2010","1"
"Applewood","Guerneville","San Francisco","2010","1"
"Aster","Mission","San Francisco","2010",""
"Atelier Crenn","Cow Hollow","San Francisco","2010",""
"Aqua","Financial District","San Francisco","2010",""
"Auberge du Soleil","Rutherford","San Francisco","2010","1"
"Aziza","Richmond","San Francisco","2010","1"
"Baumé","Palo Alto","San Francisco","2010",""
"Benu","SoMa","San Francisco","2010",""
"Bistro Jeanty","Yountville","San Francisco","2010",""
"Bouchon","Yountville","San Francisco","2010","1"
"Boulevard","SoMa","San Francisco","2010","1"
"Bushi-Tei","Japantown","San Francisco","2010",""
"Californios","Mission","San Francisco","2010",""
"Campton Place","Union Square","San Francisco","2010",""
"Chez Panisse","Berkeley","San Francisco","2010","1"
"Chez TJ","Mountain View","San Francisco","2010","1"
"Coi","North Beach","San Francisco","2010","2"
"Commis","Oakland","San Francisco","2010","1"
"Commonwealth","Mission","San Francisco","2010",""
"Cortez","Financial District","San Francisco","2010","Closed"
"Cyrus","Healdsburg","San Francisco","2010","2"
"Dio Deka","Los Gatos","San Francisco","2010",""
"Dry Creek Kitchen","Healdsburg","San Francisco","2010",""
"El Paseo","Mill Valley","San Francisco","2010",""
"Etoile","Yountville","San Francisco","2010","1"
"Farmhouse Inn & Restaurant","Forestville","San Francisco","2010","1"
"Fifth Floor","SoMa","San Francisco","2010","1"
"Fleur de Lys","Financial District","San Francisco","2010","1"
"Frances","Castro","San Francisco","2010",""
"Gary Danko","North Beach","San Francisco","2010","1"
"Hashiri","SoMa","San Francisco","2010",""
"In Situ","SoMa","San Francisco","2010",""
"Jū-Ni","North Panhandle","San Francisco","2010",""
"K&L Bistro","Sebastopol","San Francisco","2010",""
"Keiko à Nob Hill","Nob Hill","San Francisco","2010",""
"Kenzo","Napa","San Francisco","2010",""
"Kin Khao","Union Square","San Francisco","2010",""
"Kinjo","Russian Hill","San Francisco","2010",""
"Kusakabe","Financial District","San Francisco","2010",""
"La Costanera","Montara","San Francisco","2010",""
"La Folie","Russian Hill","San Francisco","2010","1"
"La Toque","Rutherford","San Francisco","2010","1"
"Lazy Bear","Mission","San Francisco","2010",""
"Lord Stanley","Nob Hill","San Francisco","2010",""
"Luce","SoMa","San Francisco","2010","1"
"Madera","Menlo Park","San Francisco","2010","1"
"Madrona Manor","Healdsburg","San Francisco","2010","1"
"Manresa","Los Gatos","San Francisco","2010","2"
"Martini House","St. Helena","San Francisco","2010",""
"Maruya","Mission","San Francisco","2010",""
"Masa's","Nob Hill","San Francisco","2010","1"
"Michael Mina","Financial District","San Francisco","2010","1"
"Mirepoix","Windsor","San Francisco","2010",""
"Mister Jiu’s","Chinatown","San Francisco","2010",""
"Mosu","Fillmore","San Francisco","2010",""
"Mourad","SoMa","San Francisco","2010",""
"Murray Circle","Sausalito","San Francisco","2010","1"
"Nico","Pacific Heights","San Francisco","2010",""
"Octavia","Lower Pacific Heights","San Francisco","2010",""
"Omakase","SoMa","San Francisco","2010",""
"One Market","SoMa","San Francisco","2010","1"
"Plumed Horse","Saratoga","San Francisco","2010","1"
"Quince","Jackson Square","San Francisco","2010","1"
"Range","Mission","San Francisco","2010","1"
"Rasa","Burlingame","San Francisco","2010",""
"Redd","Yountville","San Francisco","2010","1"
"Rich Table","Hayes Valley","San Francisco","2010",""
"Rubicon","Financial District","San Francisco","2010","Closed"
"Saison","SoMa","San Francisco","2010",""
"Sante","Sonoma","San Francisco","2010","1"
"SingleThread Farms","Healdsburg","San Francisco","2010",""
"Solbar","Calistoga","San Francisco","2010","1"
"Sons & Daughters","Nob Hill","San Francisco","2010",""
"SPQR","Fillmore","San Francisco","2010",""
"Spruce","Presidio Heights","San Francisco","2010",""
"State Bird Provisions","Fillmore","San Francisco","2010",""
"Sushi Ran","Sausalito","San Francisco","2010",""
"Sushi Yoshizumi","San Mateo","San Francisco","2010",""
"Terra","St. Helena","San Francisco","2010","1"
"Terrapin Creek","Bodega Bay","San Francisco","2010",""
"The Dining Room at the Ritz-Carlton","Nob Hill","San Francisco","2010","1"
"The French Laundry","Yountville","San Francisco","2010","3"
"The Progress","Fillmore","San Francisco","2010",""
"The Restaurant at Meadowood","St. Helena","San Francisco","2010","2"
"The Village Pub","Woodside","San Francisco","2010","1"
"Trevese","Los Gatos","San Francisco","2010","1"
"Ubuntu","Napa","San Francisco","2010","1"
"Wako","Richmond","San Francisco","2010",""
"Wakuriya","San Mateo","San Francisco","2010",""
"42 Grams","Uptown","Chicago","2010",""
"Acadia","South Loop","Chicago","2010",""
"Alinea","Lincoln Park","Chicago","2010",""
"Avenues","Magnificent Mile","Chicago","2010",""
"Band of Bohemia","Ravenswood","Chicago","2010",""
"Blackbird","West Loop","Chicago","2010",""
"Boka","Lincoln Park","Chicago","2010",""
"Bonsoirée","Logan Square","Chicago","2010",""
"Charlie Trotter's","Lincoln Park","Chicago","2010",""
"Crofton on Wells","River North","Chicago","2010",""
"Courtright's","Willow Springs","Chicago","2010",""
"Dusek's","Pilsen","Chicago","2010",""
"El Ideas","Douglas Park","Chicago","2010",""
"Elizabeth","Ravenswood","Chicago","2010",""
"Elske","West Loop","Chicago","2010",""
"Entente","Lakeview","Chicago","2010",""
"Everest","Loop","Chicago","2010",""
"Goosefoot","Ravenswood","Chicago","2010",""
"Grace","West Loop","Chicago","2010",""
"Graham Elliot","River North","Chicago","2010",""
"GreenRiver","Streeterville","Chicago","2010",""
"L2O","Lincoln Park","Chicago","2010",""
"Longman & Eagle","Logan Square","Chicago","2010",""
"Mexique","West Town","Chicago","2010",""
"Moto","Fulton Market","Chicago","2010",""
"NAHA","River North","Chicago","2010",""
"NoMI","Magnificent Mile","Chicago","2010",""
"North Pond","Lincoln Park","Chicago","2010",""
"Oriole","West Loop","Chicago","2010",""
"Parachute","Avondale","Chicago","2010",""
"RIA","Gold Coast","Chicago","2010",""
"Roister","Fulton Market","Chicago","2010",""
"Schwa","West Town","Chicago","2010",""
"Seasons","Magnificent Mile","Chicago","2010",""
"Senza","Lakeview East","Chicago","2010",""
"Sepia","West Loop","Chicago","2010",""
"Sixteen","River North","Chicago","2010",""
"Smyth","West Loop","Chicago","2010",""
"Spiaggia","Magnificent Mile","Chicago","2010",""
"Takashi","Bucktown","Chicago","2010",""
"Topolobampo","River North","Chicago","2010",""
"The Lobby","Magnificent Mile","Chicago","2010",""
"Tru","Streeterville","Chicago","2010",""
"Vie","Western Springs","Chicago","2010",""
"Blue Duck Tavern","West End","DC","2010",""
"Fiola by Fabio Trabocchi","Penn Quarter","DC","2010",""
"Kinship","Mount Vernon Square","DC","2010",""
"Komi","Dupont Circle","DC","2010",""
"Masseria","Union Market","DC","2010",""
"Métier","Mount Vernon Square","DC","2010",""
"Minibar by José Andrés","Penn Quarter","DC","2010",""
"Pineapple & Pearls","Eastern Market","DC","2010",""
"Plume","Downtown","DC","2010",""
"Rose's Luxury","Eastern Market","DC","2010",""
"Sushi Taro","Dupont Circle","DC","2010",""
"Tail Up Goat","Adams Morgan","DC","2010",""
"The Dabney","Mount Vernon Square","DC","2010",""
"The Inn at Little Washington","Washington, Virginia","DC","2010",""
"15 East","Manhattan","New York","2011",""
"A Voce Columbus","Manhattan","New York","2011","1"
"A Voce Madison","Manhattan","New York","2011","1"
"Adour","Manhattan","New York","2011","1"
"Agern","Manhattan","New York","2011",""
"Ai Fiori","Manhattan","New York","2011",""
"Alain Ducasse at the Essex House","Manhattan","New York","2011","Closed"
"Aldea","Manhattan","New York","2011","1"
"Allen & Delancey","Manhattan","New York","2011",""
"Alto","Manhattan","New York","2011","2"
"Andanada","Manhattan","New York","2011",""
"Annisa","Manhattan","New York","2011","1"
"Anthos","Manhattan","New York","2011","1"
"L'Appart","Manhattan","New York","2011",""
"Aquavit","Manhattan","New York","2011",""
"Aska","Brooklyn","New York","2011",""
"L'Atelier de Joël Robuchon","Manhattan","New York","2011","1"
"Atera","Manhattan","New York","2011",""
"Aureole","Manhattan","New York","2011","1"
"Babbo","Manhattan","New York","2011",""
"Bar Uchū","Manhattan","New York","2011",""
"Bâtard","Manhattan","New York","2011",""
"Le Bernardin","Manhattan","New York","2011","3"
"Betony","Manhattan","New York","2011",""
"Blanca","Brooklyn","New York","2011",""
"BLT Fish","Manhattan","New York","2011",""
"Blue Hill","Manhattan","New York","2011","1"
"Bouley","Manhattan","New York","2011","1"
"The Breslin","Manhattan","New York","2011","1"
"Brushstroke","Manhattan","New York","2011",""
"Café Boulud","Manhattan","New York","2011","1"
"Café China","Manhattan","New York","2011",""
"Café Gray","Manhattan","New York","2011",""
"Cagen","Manhattan","New York","2011",""
"Carbone","Manhattan","New York","2011",""
"Casa Enrique","Queens","New York","2011",""
"Casa Mono","Manhattan","New York","2011","1"
"Caviar Russe","Manhattan","New York","2011",""
"Chef's Table at Brooklyn Fare","Manhattan","New York","2011","2"
"The Clocktower (restaurant)","Manhattan","New York","2011",""
"Contra","Manhattan","New York","2011",""
"Convivio","Manhattan","New York","2011","1"
"Corton","Manhattan","New York","2011","2"
"Cote (restaurant)","Manhattan","New York","2011",""
"Country","Manhattan","New York","2011",""
"Craft","Manhattan","New York","2011",""
"Cru","Manhattan","New York","2011",""
"Daniel","Manhattan","New York","2011","3"
"Danji","Manhattan","New York","2011",""
"Danny Brown Wine Bar & Kitchen","Queens","New York","2011","1"
"Danube","Manhattan","New York","2011",""
"Del Posto","Manhattan","New York","2011","1"
"Delaware & Hudson","Brooklyn","New York","2011",""
"Devi","Manhattan","New York","2011",""
"Dovetail","Manhattan","New York","2011","1"
"Dressler","Brooklyn","New York","2011","1"
"Eighty-One","Manhattan","New York","2011",""
"Eleven Madison Park","Manhattan","New York","2011","1"
"Etats-Unis","Manhattan","New York","2011",""
"Faro","Brooklyn","New York","2011",""
"Fiamma Osteria","Manhattan","New York","2011",""
"The Finch","Brooklyn","New York","2011",""
"Fleur de Sel","Manhattan","New York","2011",""
"Gabriel Kreuther","Manhattan","New York","2011",""
"Gilt","Manhattan","New York","2011","2"
"Gordon Ramsay at The London","Manhattan","New York","2011","2"
"Gotham Bar and Grill","Manhattan","New York","2011","1"
"La Goulue","Manhattan","New York","2011",""
"Gramercy Tavern","Manhattan","New York","2011","1"
"Gunter Seeger","Manhattan","New York","2011",""
"Hakkasan","Manhattan","New York","2011",""
"Heartbreak","Manhattan","New York","2011",""
"Hirohisa","Manhattan","New York","2011",""
